Indicator,Year,Geography,FIPS,Cases,Rate per 100000
Congenital Syphilis,2000,Louisiana,22,7,10.3
Congenital Syphilis,2001,Louisiana,22,0,0
Congenital Syphilis,2002,Louisiana,22,2,3.1
Congenital Syphilis,2003,Louisiana,22,6,9.2
Congenital Syphilis,2004,Louisiana,22,19,29.1
Congenital Syphilis,2005,Louisiana,22,13,21.3
Congenital Syphilis,2006,Louisiana,22,16,25.2
Congenital Syphilis,2007,Louisiana,22,37,55.8
Congenital Syphilis,2008,Louisiana,22,23,35.2
Congenital Syphilis,2009,Louisiana,22,11,16.9
Congenital Syphilis,2010,Louisiana,22,33,52.9
Congenital Syphilis,2011,Louisiana,22,18,29.1
Congenital Syphilis,2012,Louisiana,22,33,52.7
Congenital Syphilis,2013,Louisiana,22,40,63.3
Congenital Syphilis,2014,Louisiana,22,46,71.3
Congenital Syphilis,2015,Louisiana,22,54,83.5
Congenital Syphilis,2016,Louisiana,22,47,74.4
Congenital Syphilis,2017,Louisiana,22,57,93.4
Congenital Syphilis,2018,Louisiana,22,43,72.1
Congenital Syphilis,2019,Louisiana,22,68,115.4
Congenital Syphilis,2020 (COVID-19 Pandemic),Louisiana,22,63,109.9
Congenital Syphilis,2021,Louisiana,22,110,191.5
"Early Non-Primary, Non-Secondary Syphilis",2000,Louisiana,22,231,5.2
"Early Non-Primary, Non-Secondary Syphilis",2001,Louisiana,22,194,4.3
"Early Non-Primary, Non-Secondary Syphilis",2002,Louisiana,22,183,4.1
"Early Non-Primary, Non-Secondary Syphilis",2003,Louisiana,22,197,4.4
"Early Non-Primary, Non-Secondary Syphilis",2004,Louisiana,22,316,7
"Early Non-Primary, Non-Secondary Syphilis",2005,Louisiana,22,252,5.6
"Early Non-Primary, Non-Secondary Syphilis",2006,Louisiana,22,481,11.4
"Early Non-Primary, Non-Secondary Syphilis",2007,Louisiana,22,722,16.5
"Early Non-Primary, Non-Secondary Syphilis",2008,Louisiana,22,809,18.2
"Early Non-Primary, Non-Secondary Syphilis",2009,Louisiana,22,799,17.8
"Early Non-Primary, Non-Secondary Syphilis",2010,Louisiana,22,742,16.3
"Early Non-Primary, Non-Secondary Syphilis",2011,Louisiana,22,488,10.7
"Early Non-Primary, Non-Secondary Syphilis",2012,Louisiana,22,343,7.5
"Early Non-Primary, Non-Secondary Syphilis",2013,Louisiana,22,276,6
"Early Non-Primary, Non-Secondary Syphilis",2014,Louisiana,22,372,8
"Early Non-Primary, Non-Secondary Syphilis",2015,Louisiana,22,439,9.4
"Early Non-Primary, Non-Secondary Syphilis",2016,Louisiana,22,568,12.1
"Early Non-Primary, Non-Secondary Syphilis",2017,Louisiana,22,623,13.3
"Early Non-Primary, Non-Secondary Syphilis",2018,Louisiana,22,576,12.4
"Early Non-Primary, Non-Secondary Syphilis",2019,Louisiana,22,576,12.4
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Louisiana,22,614,13.2
"Early Non-Primary, Non-Secondary Syphilis",2021,Louisiana,22,798,17.3
Gonorrhea,2000,Louisiana,22,"13,402",299.9
Gonorrhea,2001,Louisiana,22,"12,366",277.2
Gonorrhea,2002,Louisiana,22,"11,387",255
Gonorrhea,2003,Louisiana,22,"11,850",264.9
Gonorrhea,2004,Louisiana,22,"10,538",234.8
Gonorrhea,2005,Louisiana,22,"9,572",212.9
Gonorrhea,2006,Louisiana,22,"10,883",256.8
Gonorrhea,2007,Louisiana,22,"11,137",254.7
Gonorrhea,2008,Louisiana,22,"9,455",212.5
Gonorrhea,2009,Louisiana,22,"8,996",200.4
Gonorrhea,2010,Louisiana,22,"8,912",196.1
Gonorrhea,2011,Louisiana,22,"9,169",200.4
Gonorrhea,2012,Louisiana,22,"8,873",192.9
Gonorrhea,2013,Louisiana,22,"8,669",187.5
Gonorrhea,2014,Louisiana,22,"9,002",193.8
Gonorrhea,2015,Louisiana,22,"10,282",220.4
Gonorrhea,2016,Louisiana,22,"10,782",230.5
Gonorrhea,2017,Louisiana,22,"12,017",257.3
Gonorrhea,2018,Louisiana,22,"12,043",258.5
Gonorrhea,2019,Louisiana,22,"12,800",275.3
Gonorrhea,2020 (COVID-19 Pandemic),Louisiana,22,"15,483",332.9
Gonorrhea,2021,Louisiana,22,"16,390",354.5
Primary and Secondary Syphilis,2000,Louisiana,22,209,4.7
Primary and Secondary Syphilis,2001,Louisiana,22,173,3.9
Primary and Secondary Syphilis,2002,Louisiana,22,152,3.4
Primary and Secondary Syphilis,2003,Louisiana,22,183,4.1
Primary and Secondary Syphilis,2004,Louisiana,22,332,7.4
Primary and Secondary Syphilis,2005,Louisiana,22,278,6.2
Primary and Secondary Syphilis,2006,Louisiana,22,342,8.1
Primary and Secondary Syphilis,2007,Louisiana,22,533,12.2
Primary and Secondary Syphilis,2008,Louisiana,22,707,15.9
Primary and Secondary Syphilis,2009,Louisiana,22,741,16.5
Primary and Secondary Syphilis,2010,Louisiana,22,546,12
Primary and Secondary Syphilis,2011,Louisiana,22,447,9.8
Primary and Secondary Syphilis,2012,Louisiana,22,339,7.4
Primary and Secondary Syphilis,2013,Louisiana,22,423,9.1
Primary and Secondary Syphilis,2014,Louisiana,22,575,12.4
Primary and Secondary Syphilis,2015,Louisiana,22,696,14.9
Primary and Secondary Syphilis,2016,Louisiana,22,750,16
Primary and Secondary Syphilis,2017,Louisiana,22,679,14.5
Primary and Secondary Syphilis,2018,Louisiana,22,669,14.4
Primary and Secondary Syphilis,2019,Louisiana,22,700,15.1
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Louisiana,22,704,15.1
Primary and Secondary Syphilis,2021,Louisiana,22,995,21.5
Chlamydia,2000,Maine,23,"1,474",115.4
Chlamydia,2001,Maine,23,"1,338",104.2
Chlamydia,2002,Maine,23,"1,805",139.6
Chlamydia,2003,Maine,23,"2,030",155.9
Chlamydia,2004,Maine,23,"2,113",161.6
Chlamydia,2005,Maine,23,"2,254",172
Chlamydia,2006,Maine,23,"2,306",175.6
Chlamydia,2007,Maine,23,"2,541",193.1
Chlamydia,2008,Maine,23,"2,608",197.9
Chlamydia,2009,Maine,23,"2,431",184.7
Chlamydia,2010,Maine,23,"2,586",194.8
Chlamydia,2011,Maine,23,"3,094",232.9
Chlamydia,2012,Maine,23,"3,413",257.1
Chlamydia,2013,Maine,23,"3,438",258.9
Chlamydia,2014,Maine,23,"3,530",265.3
Chlamydia,2015,Maine,23,"3,965",298.5
Chlamydia,2016,Maine,23,"4,156",312.2
Chlamydia,2017,Maine,23,"4,555",341.3
Chlamydia,2018,Maine,23,"4,345",324.5
Chlamydia,2019,Maine,23,"3,989",296.8
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,"3,466",254.4
Chlamydia,2021,Maine,23,"3,372",245.7
Congenital Syphilis,2000,Maine,23,0,0
Congenital Syphilis,2001,Maine,23,0,0
Congenital Syphilis,2002,Maine,23,0,0
Congenital Syphilis,2003,Maine,23,0,0
Congenital Syphilis,2004,Maine,23,0,0
Congenital Syphilis,2005,Maine,23,0,0
Congenital Syphilis,2006,Maine,23,0,0
Congenital Syphilis,2007,Maine,23,0,0
Congenital Syphilis,2008,Maine,23,0,0
Congenital Syphilis,2009,Maine,23,0,0
Congenital Syphilis,2010,Maine,23,0,0
Congenital Syphilis,2011,Maine,23,0,0
Congenital Syphilis,2012,Maine,23,0,0
Congenital Syphilis,2013,Maine,23,0,0
Congenital Syphilis,2014,Maine,23,0,0
Congenital Syphilis,2015,Maine,23,0,0
Congenital Syphilis,2016,Maine,23,0,0
Congenital Syphilis,2017,Maine,23,0,0
Congenital Syphilis,2018,Maine,23,0,0
Congenital Syphilis,2019,Maine,23,0,0
Congenital Syphilis,2020 (COVID-19 Pandemic),Maine,23,0,0
Congenital Syphilis,2021,Maine,23,0,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Maine,23,0,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Maine,23,3,0.2
"Early Non-Primary, Non-Secondary Syphilis",2002,Maine,23,1,0.1
"Early Non-Primary, Non-Secondary Syphilis",2003,Maine,23,7,0.5
"Early Non-Primary, Non-Secondary Syphilis",2004,Maine,23,0,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Maine,23,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2006,Maine,23,7,0.5
"Early Non-Primary, Non-Secondary Syphilis",2007,Maine,23,5,0.4
"Early Non-Primary, Non-Secondary Syphilis",2008,Maine,23,10,0.8
"Early Non-Primary, Non-Secondary Syphilis",2009,Maine,23,10,0.8
"Early Non-Primary, Non-Secondary Syphilis",2010,Maine,23,6,0.5
"Early Non-Primary, Non-Secondary Syphilis",2011,Maine,23,8,0.6
"Early Non-Primary, Non-Secondary Syphilis",2012,Maine,23,2,0.2
"Early Non-Primary, Non-Secondary Syphilis",2013,Maine,23,6,0.5
"Early Non-Primary, Non-Secondary Syphilis",2014,Maine,23,7,0.5
"Early Non-Primary, Non-Secondary Syphilis",2015,Maine,23,10,0.8
"Early Non-Primary, Non-Secondary Syphilis",2016,Maine,23,6,0.5
"Early Non-Primary, Non-Secondary Syphilis",2017,Maine,23,36,2.7
"Early Non-Primary, Non-Secondary Syphilis",2018,Maine,23,43,3.2
"Early Non-Primary, Non-Secondary Syphilis",2019,Maine,23,53,3.9
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Maine,23,28,2.1
"Early Non-Primary, Non-Secondary Syphilis",2021,Maine,23,40,2.9
Gonorrhea,2000,Maine,23,90,7
Gonorrhea,2001,Maine,23,141,11
Gonorrhea,2002,Maine,23,142,11
Gonorrhea,2003,Maine,23,233,17.9
Gonorrhea,2004,Maine,23,210,16.1
Gonorrhea,2005,Maine,23,142,10.8
Gonorrhea,2006,Maine,23,137,10.4
Gonorrhea,2007,Maine,23,118,9
Gonorrhea,2008,Maine,23,96,7.3
Gonorrhea,2009,Maine,23,143,10.9
Gonorrhea,2010,Maine,23,162,12.2
Gonorrhea,2011,Maine,23,272,20.5
Gonorrhea,2012,Maine,23,456,34.3
Gonorrhea,2013,Maine,23,245,18.4
Gonorrhea,2014,Maine,23,237,17.8
Gonorrhea,2015,Maine,23,417,31.4
Gonorrhea,2016,Maine,23,451,33.9
Gonorrhea,2017,Maine,23,620,46.5
Gonorrhea,2018,Maine,23,710,53
Gonorrhea,2019,Maine,23,547,40.7
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,520,38.2
Gonorrhea,2021,Maine,23,462,33.7
Primary and Secondary Syphilis,2000,Maine,23,1,0.1
Primary and Secondary Syphilis,2001,Maine,23,1,0.1
Primary and Secondary Syphilis,2002,Maine,23,2,0.2
Primary and Secondary Syphilis,2003,Maine,23,8,0.6
Primary and Secondary Syphilis,2004,Maine,23,2,0.2
Primary and Secondary Syphilis,2005,Maine,23,1,0.1
Primary and Secondary Syphilis,2006,Maine,23,9,0.7
Primary and Secondary Syphilis,2007,Maine,23,9,0.7
Primary and Secondary Syphilis,2008,Maine,23,10,0.8
Primary and Secondary Syphilis,2009,Maine,23,4,0.3
Primary and Secondary Syphilis,2010,Maine,23,32,2.4
Primary and Secondary Syphilis,2011,Maine,23,12,0.9
Primary and Secondary Syphilis,2012,Maine,23,17,1.3
Primary and Secondary Syphilis,2013,Maine,23,10,0.8
Primary and Secondary Syphilis,2014,Maine,23,16,1.2
Primary and Secondary Syphilis,2015,Maine,23,28,2.1
Primary and Secondary Syphilis,2016,Maine,23,42,3.2
Primary and Secondary Syphilis,2017,Maine,23,65,4.9
Primary and Secondary Syphilis,2018,Maine,23,74,5.5
Primary and Secondary Syphilis,2019,Maine,23,55,4.1
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Maine,23,38,2.8
Primary and Secondary Syphilis,2021,Maine,23,61,4.4
Chlamydia,2000,Maryland,24,"14,533",273.7
Chlamydia,2001,Maryland,24,"15,640",291
Chlamydia,2002,Maryland,24,"16,891",310.6
Chlamydia,2003,Maryland,24,"16,831",306.5
Chlamydia,2004,Maryland,24,"19,952",360.3
Chlamydia,2005,Maryland,24,"18,291",328
Chlamydia,2006,Maryland,24,"21,859",390
Chlamydia,2007,Maryland,24,"23,150",411.4
Chlamydia,2008,Maryland,24,"24,669",436.6
Chlamydia,2009,Maryland,24,"23,747",417.5
Chlamydia,2010,Maryland,24,"26,192",452.5
Chlamydia,2011,Maryland,24,"27,212",466
Chlamydia,2012,Maryland,24,"26,534",450.7
Chlamydia,2013,Maryland,24,"26,723",451.2
Chlamydia,2014,Maryland,24,"27,424",460.3
Chlamydia,2015,Maryland,24,"27,450",458.6
Chlamydia,2016,Maryland,24,"30,658",510.7
Chlamydia,2017,Maryland,24,"33,416",554.7
Chlamydia,2018,Maryland,24,"35,482",587.9
Chlamydia,2019,Maryland,24,"37,779",624.9
Chlamydia,2020 (COVID-19 Pandemic),Maryland,24,"32,398",524.9
Chlamydia,2021,Maryland,24,Data suppressed,Data suppressed
Congenital Syphilis,2000,Maryland,24,16,21.5
Congenital Syphilis,2001,Maryland,24,5,6.8
Congenital Syphilis,2002,Maryland,24,19,25.9
Congenital Syphilis,2003,Maryland,24,9,12
Congenital Syphilis,2004,Maryland,24,10,13.4
Congenital Syphilis,2005,Maryland,24,16,21.3
Congenital Syphilis,2006,Maryland,24,19,24.5
Congenital Syphilis,2007,Maryland,24,24,30.7
Congenital Syphilis,2008,Maryland,24,23,29.8
Congenital Syphilis,2009,Maryland,24,31,41.3
Congenital Syphilis,2010,Maryland,24,22,29.8
Congenital Syphilis,2011,Maryland,24,24,32.8
Congenital Syphilis,2012,Maryland,24,12,16.5
Congenital Syphilis,2013,Maryland,24,14,19.5
Congenital Syphilis,2014,Maryland,24,16,21.6
Congenital Syphilis,2015,Maryland,24,18,24.5
Congenital Syphilis,2016,Maryland,24,16,21.9
Congenital Syphilis,2017,Maryland,24,20,27.9
Congenital Syphilis,2018,Maryland,24,29,40.8
Congenital Syphilis,2019,Maryland,24,32,45.6
Congenital Syphilis,2020 (COVID-19 Pandemic),Maryland,24,31,45.2
Congenital Syphilis,2021,Maryland,24,Data suppressed,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2000,Maryland,24,518,9.8
"Early Non-Primary, Non-Secondary Syphilis",2001,Maryland,24,362,6.7
"Early Non-Primary, Non-Secondary Syphilis",2002,Maryland,24,181,3.3
"Early Non-Primary, Non-Secondary Syphilis",2003,Maryland,24,211,3.8
"Early Non-Primary, Non-Secondary Syphilis",2004,Maryland,24,213,3.8
"Early Non-Primary, Non-Secondary Syphilis",2005,Maryland,24,289,5.2
"Early Non-Primary, Non-Secondary Syphilis",2006,Maryland,24,193,3.4
"Early Non-Primary, Non-Secondary Syphilis",2007,Maryland,24,320,5.7
"Early Non-Primary, Non-Secondary Syphilis",2008,Maryland,24,313,5.5
"Early Non-Primary, Non-Secondary Syphilis",2009,Maryland,24,261,4.6
"Early Non-Primary, Non-Secondary Syphilis",2010,Maryland,24,279,4.8
"Early Non-Primary, Non-Secondary Syphilis",2011,Maryland,24,332,5.7
"Early Non-Primary, Non-Secondary Syphilis",2012,Maryland,24,361,6.1
"Early Non-Primary, Non-Secondary Syphilis",2013,Maryland,24,387,6.5
"Early Non-Primary, Non-Secondary Syphilis",2014,Maryland,24,529,8.9
"Early Non-Primary, Non-Secondary Syphilis",2015,Maryland,24,594,9.9
"Early Non-Primary, Non-Secondary Syphilis",2016,Maryland,24,598,10
"Early Non-Primary, Non-Secondary Syphilis",2017,Maryland,24,683,11.3
"Early Non-Primary, Non-Secondary Syphilis",2018,Maryland,24,857,14.2
"Early Non-Primary, Non-Secondary Syphilis",2019,Maryland,24,991,16.4
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Maryland,24,891,14.4
"Early Non-Primary, Non-Secondary Syphilis",2021,Maryland,24,Data suppressed,Data suppressed
Gonorrhea,2000,Maryland,24,"9,837",185.2
Gonorrhea,2001,Maryland,24,"9,427",175.4
Gonorrhea,2002,Maryland,24,"9,355",172
Gonorrhea,2003,Maryland,24,"8,032",146.2
Gonorrhea,2004,Maryland,24,"8,297",149.8
Gonorrhea,2005,Maryland,24,"7,035",126.1
Gonorrhea,2006,Maryland,24,"7,328",130.7
Gonorrhea,2007,Maryland,24,"6,768",120.3
Gonorrhea,2008,Maryland,24,"6,666",118
Gonorrhea,2009,Maryland,24,"6,395",112.4
Gonorrhea,2010,Maryland,24,"7,413",128.1
Gonorrhea,2011,Maryland,24,"6,458",110.6
Gonorrhea,2012,Maryland,24,"5,686",96.6
Gonorrhea,2013,Maryland,24,"5,989",101.1
Gonorrhea,2014,Maryland,24,"6,108",102.5
Gonorrhea,2015,Maryland,24,"6,858",114.6
Gonorrhea,2016,Maryland,24,"9,523",158.6
Gonorrhea,2017,Maryland,24,"10,978",182.2
Gonorrhea,2018,Maryland,24,"10,305",170.7
Gonorrhea,2019,Maryland,24,"11,598",191.8
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,"12,052",195.2
Gonorrhea,2021,Maryland,24,Data suppressed,Data suppressed
Primary and Secondary Syphilis,2000,Maryland,24,300,5.6
Primary and Secondary Syphilis,2001,Maryland,24,266,4.9
Primary and Secondary Syphilis,2002,Maryland,24,228,4.2
Primary and Secondary Syphilis,2003,Maryland,24,312,5.7
Primary and Secondary Syphilis,2004,Maryland,24,380,6.9
Primary and Secondary Syphilis,2005,Maryland,24,313,5.6
Primary and Secondary Syphilis,2006,Maryland,24,300,5.4
Primary and Secondary Syphilis,2007,Maryland,24,345,6.1
Primary and Secondary Syphilis,2008,Maryland,24,378,6.7
Primary and Secondary Syphilis,2009,Maryland,24,314,5.5
Primary and Secondary Syphilis,2010,Maryland,24,328,5.7
Primary and Secondary Syphilis,2011,Maryland,24,452,7.7
Primary and Secondary Syphilis,2012,Maryland,24,431,7.3
Primary and Secondary Syphilis,2013,Maryland,24,456,7.7
Primary and Secondary Syphilis,2014,Maryland,24,449,7.5
Primary and Secondary Syphilis,2015,Maryland,24,509,8.5
Primary and Secondary Syphilis,2016,Maryland,24,509,8.5
Primary and Secondary Syphilis,2017,Maryland,24,573,9.5
Primary and Secondary Syphilis,2018,Maryland,24,737,12.2
Primary and Secondary Syphilis,2019,Maryland,24,868,14.4
Primary and Secondary Syphilis,2020 (COVID-19 Pandemic),Maryland,24,873,14.1
Primary and Secondary Syphilis,2021,Maryland,24,Data suppressed,Data suppressed
Chlamydia,2000,Massachusetts,25,"10,073",158.3
Chlamydia,2001,Massachusetts,25,"10,402",162.2
Chlamydia,2002,Massachusetts,25,"10,914",169.5
Chlamydia,2003,Massachusetts,25,"11,301",175.1
Chlamydia,2004,Massachusetts,25,"13,242",205.2
Chlamydia,2005,Massachusetts,25,"14,411",223.3
Chlamydia,2006,Massachusetts,25,"15,394",238.1
Chlamydia,2007,Massachusetts,25,"16,145",248.4
Chlamydia,2008,Massachusetts,25,"17,503",267.5
Chlamydia,2009,Massachusetts,25,"19,315",293
Chlamydia,2010,Massachusetts,25,"21,080",321
Chlamydia,2011,Massachusetts,25,"22,764",344.2
Chlamydia,2012,Massachusetts,25,"23,550",353.4
Chlamydia,2013,Massachusetts,25,"23,210",345.7
Chlamydia,2014,Massachusetts,25,"21,271",314.5
Chlamydia,2015,Massachusetts,25,"24,100",354.7
Chlamydia,2016,Massachusetts,25,"26,807",392.9
Chlamydia,2017,Massachusetts,25,"29,315",427.3
Chlamydia,2018,Massachusetts,25,"30,460",442.6
Chlamydia,2019,Massachusetts,25,"31,622",458.8
Chlamydia,2020 (COVID-19 Pandemic),Massachusetts,25,"24,901",354.6
Chlamydia,2021,Massachusetts,25,"26,950",385.8
Congenital Syphilis,2000,Massachusetts,25,1,1.2
Congenital Syphilis,2001,Massachusetts,25,2,2.5
Congenital Syphilis,2002,Massachusetts,25,1,1.2
Congenital Syphilis,2003,Massachusetts,25,0,0
Congenital Syphilis,2004,Massachusetts,25,0,0
Congenital Syphilis,2005,Massachusetts,25,0,0
Congenital Syphilis,2006,Massachusetts,25,0,0
Congenital Syphilis,2007,Massachusetts,25,0,0
Congenital Syphilis,2008,Massachusetts,25,0,0
Congenital Syphilis,2009,Massachusetts,25,0,0
Congenital Syphilis,2010,Massachusetts,25,1,1.4
Congenital Syphilis,2011,Massachusetts,25,0,0
Congenital Syphilis,2012,Massachusetts,25,1,1.4
Congenital Syphilis,2013,Massachusetts,25,4,5.6
Congenital Syphilis,2014,Massachusetts,25,3,4.2
Congenital Syphilis,2015,Massachusetts,25,4,5.6
Congenital Syphilis,2016,Massachusetts,25,3,4.2
Congenital Syphilis,2017,Massachusetts,25,0,0
Congenital Syphilis,2018,Massachusetts,25,0,0
Congenital Syphilis,2019,Massachusetts,25,9,13
Congenital Syphilis,2020 (COVID-19 Pandemic),Massachusetts,25,10,15.1
Congenital Syphilis,2021,Massachusetts,25,9,13
"Early Non-Primary, Non-Secondary Syphilis",2000,Massachusetts,25,83,1.3
"Early Non-Primary, Non-Secondary Syphilis",2001,Massachusetts,25,64,1
"Early Non-Primary, Non-Secondary Syphilis",2002,Massachusetts,25,95,1.5
"Early Non-Primary, Non-Secondary Syphilis",2003,Massachusetts,25,136,2.1
"Early Non-Primary, Non-Secondary Syphilis",2004,Massachusetts,25,96,1.5
"Early Non-Primary, Non-Secondary Syphilis",2005,Massachusetts,25,105,1.6
"Early Non-Primary, Non-Secondary Syphilis",2006,Massachusetts,25,82,1.3
"Early Non-Primary, Non-Secondary Syphilis",2007,Massachusetts,25,116,1.8
"Early Non-Primary, Non-Secondary Syphilis",2008,Massachusetts,25,149,2.3
"Early Non-Primary, Non-Secondary Syphilis",2009,Massachusetts,25,135,2
"Early Non-Primary, Non-Secondary Syphilis",2010,Massachusetts,25,195,3
"Early Non-Primary, Non-Secondary Syphilis",2011,Massachusetts,25,233,3.5
"Early Non-Primary, Non-Secondary Syphilis",2012,Massachusetts,25,231,3.5
"Early Non-Primary, Non-Secondary Syphilis",2013,Massachusetts,25,350,5.2
"Early Non-Primary, Non-Secondary Syphilis",2014,Massachusetts,25,282,4.2
"Early Non-Primary, Non-Secondary Syphilis",2015,Massachusetts,25,355,5.2
"Early Non-Primary, Non-Secondary Syphilis",2016,Massachusetts,25,538,7.9
"Early Non-Primary, Non-Secondary Syphilis",2017,Massachusetts,25,549,8
"Early Non-Primary, Non-Secondary Syphilis",2018,Massachusetts,25,620,9
"Early Non-Primary, Non-Secondary Syphilis",2019,Massachusetts,25,625,9.1
"Early Non-Primary, Non-Secondary Syphilis",2020 (COVID-19 Pandemic),Massachusetts,25,548,7.8
"Early Non-Primary, Non-Secondary Syphilis",2021,Massachusetts,25,626,9
Gonorrhea,2000,Massachusetts,25,"2,776",43.6
Gonorrhea,2001,Massachusetts,25,"3,214",50.1
Gonorrhea,2002,Massachusetts,25,"3,242",50.3
Gonorrhea,2003,Massachusetts,25,"2,901",44.9
Gonorrhea,2004,Massachusetts,25,"3,057",47.4
Gonorrhea,2005,Massachusetts,25,"2,537",39.3
Gonorrhea,2006,Massachusetts,25,"2,429",37.6
Gonorrhea,2007,Massachusetts,25,"2,695",41.5
Gonorrhea,2008,Massachusetts,25,"2,129",32.5
Gonorrhea,2009,Massachusetts,25,"1,976",30
Gonorrhea,2010,Massachusetts,25,"2,483",37.8
Gonorrhea,2011,Massachusetts,25,"2,353",35.6
Gonorrhea,2012,Massachusetts,25,"2,628",39.4
Gonorrhea,2013,Massachusetts,25,"3,106",46.3
Gonorrhea,2014,Massachusetts,25,"3,817",56.4
Gonorrhea,2015,Massachusetts,25,"3,817",56.2
Gonorrhea,2016,Massachusetts,25,"4,980",73
Gonorrhea,2017,Massachusetts,25,"7,737",112.8
Gonorrhea,2018,Massachusetts,25,"8,076",117.3
Gonorrhea,2019,Massachusetts,25,"7,396",107.3
Gonorrhea,2020 (COVID-19 Pandemic),Massachusetts,25,"7,494",106.7
Gonorrhea,2021,Massachusetts,25,"8,240",118
Primary and Secondary Syphilis,2000,Massachusetts,25,62,1
Primary and Secondary Syphilis,2001,Massachusetts,25,46,0.7
Primary and Secondary Syphilis,2002,Massachusetts,25,99,1.5
Primary and Secondary Syphilis,2003,Massachusetts,25,133,2.1
Primary and Secondary Syphilis,2004,Massachusetts,25,114,1.8
Primary and Secondary Syphilis,2005,Massachusetts,25,125,1.9
Primary and Secondary Syphilis,2006,Massachusetts,25,124,1.9
Primary and Secondary Syphilis,2007,Massachusetts,25,155,2.4
Primary and Secondary Syphilis,2008,Massachusetts,25,216,3.3
Primary and Secondary Syphilis,2009,Massachusetts,25,238,3.6
Primary and Secondary Syphilis,2010,Massachusetts,25,285,4.3
Primary and Secondary Syphilis,2011,Massachusetts,25,266,4
Primary and Secondary Syphilis,2012,Massachusetts,25,316,4.7
Primary and Secondary Syphilis,2013,Massachusetts,25,360,5.4
Primary and Secondary Syphilis,2014,Massachusetts,25,301,4.5
Primary and Secondary Syphilis,2015,Massachusetts,25,418,6.2
Primary and Secondary Syphilis,2016,Massachusetts,25,489,7.2
Primary and Secondary Syphilis,2017,Massachusetts,25,538,7.8
Primary and Secondary Syphilis,2018,Massachusetts,25,552,8
Primary and Secondary Syphilis,2019,Massachusetts,25,610,8.9
